date,owner,ticker,asset_description,asset_type,type,amount,senator,period_end,period_start,close,max/min,perc_off
2018-08-28,Spouse,BABA,Alibaba Group Holding Limited,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-11-27,2018-05-29,178.19000244140625,133.3800048828125,33.59573843018205
2018-08-28,Spouse,LRCX,Lam Research Corporation,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-11-27,2018-05-29,165.42381286621094,129.87979125976562,27.366860742296396
2018-08-28,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-11-27,2018-05-29,92.11419677734376,78.55084991455078,17.266963855321066
2018-08-28,Joint,WMT,Walmart Inc.,Stock,Purchase,"$15,001 - $50,000",Sheldon Whitehouse,2018-11-27,2018-05-29,92.11419677734376,78.55084991455078,17.266963855321066
2018-08-06,Self,T,AT&amp;T Inc.,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-11-05,2018-05-07,27.37624168395996,25.17041778564453,8.763556954439906
2018-08-06,Self,BRK-B,Berkshire Hathaway Inc.,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-11-05,2018-05-07,206.05999755859372,184.91000366210938,11.437993336008063
2018-08-27,Joint,GM,General Motors Company,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-11-26,2018-05-28,34.98050308227539,28.671804428100586,22.003144831693234
2018-08-24,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-23,2018-05-25,18.989999771118164,20.530000686645508,7.501221938726445
2018-08-20,Joint,WMB,"The Williams Companies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-19,2018-05-21,25.717443466186523,26.875661849975586,4.309543669117545
2018-08-20,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-19,2018-05-21,27.920000076293945,33.799999237060554,17.396447613878607
2018-08-17,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-16,2018-05-18,28.96599769592285,36.190406799316406,19.962221324160453
2018-08-16,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-11-15,2018-05-17,14.460000038146973,14.380000114440918,0.5563276986744654
2018-08-16,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-15,2018-05-17,28.94963073730469,29.96739196777344,3.396228912957241
2018-08-16,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-15,2018-05-17,17.40999984741211,20.530000686645508,15.197275864013577
2018-08-15,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-14,2018-05-16,28.98554611206055,36.190406799316406,19.908205860211396
2018-08-15,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-11-14,2018-05-16,29.979999542236328,23.989999771118164,24.96873625788689
2018-08-14,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-13,2018-05-15,29.95335960388184,36.190406799316406,17.23397924212439
2018-08-13,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-12,2018-05-14,29.660083770751953,36.190406799316406,18.04434822956398
2018-08-10,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-11-09,2018-05-11,43.5,32.81999969482422,32.54113468763998
2018-08-10,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-09,2018-05-11,30.78430938720703,36.190406799316406,14.937929385782667
2018-08-08,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-07,2018-05-09,30.833192825317386,35.80883026123047,13.895001315639476
2018-08-08,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-11-07,2018-05-09,15.390000343322756,14.380000114440918,7.023645485701763
2018-08-08,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-11-07,2018-05-09,43.04999923706055,32.81999969482422,31.170017176598634
2018-08-08,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-07,2018-05-09,35.70893859863281,39.23070907592773,8.977075766025095
2018-08-08,Joint,PFE,Pfizer Inc.,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-07,2018-05-09,35.727813720703125,39.23070907592773,8.928962635992747
2018-08-08,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-07,2018-05-09,18.06999969482422,20.530000686645508,11.982469116143221
2018-08-07,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-06,2018-05-08,30.98960876464844,34.86958694458008,11.127112535339961
2018-08-06,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-05,2018-05-07,29.425464630126953,33.049793243408196,10.966267130896853
2018-08-03,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-02,2018-05-04,27.059999465942386,33.400001525878906,18.982041228423824
2018-08-03,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-02,2018-05-04,29.767620086669922,33.049793243408196,9.93099452261447
2018-08-03,Joint,GLW,Corning Incorporated,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-11-02,2018-05-04,30.652143478393555,33.903457641601555,9.589919109661679
2018-08-01,Joint,MOS,The Mosaic Company,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-10-31,2018-05-02,28.86823654174805,33.049793243408196,12.652293074463202
2018-08-01,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-31,2018-05-02,41.45000076293945,32.81999969482422,26.294945607437654
2018-08-21,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2018-11-20,2018-05-22,172.6199951171875,131.55000305175778,31.220061659193505
2018-08-20,Joint,XOM,Exxon Mobil Corporation,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2018-11-19,2018-05-21,67.79557800292969,66.18692016601561,2.4304769475284616
2018-08-20,Joint,DVN,Devon Energy Corporation,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,2018-11-19,2018-05-21,37.926353454589844,42.149635314941406,10.0197352332832
2018-08-20,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2018-11-19,2018-05-21,327.7300109863281,270.60000610351557,21.112344269851192
2018-08-20,Spouse,NOC,Northrop Grumman Corporation,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2018-11-19,2018-05-21,285.508544921875,246.965087890625,15.606844416940419
2018-07-30,Spouse,NVDA,NVIDIA Corporation,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,2018-10-29,2018-04-30,242.40440368652344,287.4718322753906,15.677163300539917
2018-07-30,Spouse,AAPL,Apple Inc.,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,2018-10-29,2018-04-30,45.98274993896485,56.38798522949219,18.45292972994035
2018-07-30,Spouse,AAPL,Apple Inc.,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,2018-10-29,2018-04-30,45.73402404785156,56.38798522949219,18.8940270489898
2018-07-30,Spouse,AMZN,"Amazon.com, Inc.",Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,2018-10-29,2018-04-30,1779.219970703125,2039.510009765625,12.762381053104605
2018-07-30,Spouse,BA,The Boeing Company,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,2018-10-29,2018-04-30,337.8863220214844,379.4444885253906,10.952370573469366
2018-08-03,Self,CAT,Caterpillar Inc.,Stock,Purchase,"$50,001 - $100,000",John Hoeven,2018-11-02,2018-05-04,129.23765563964844,105.4875946044922,22.514553606234983
2018-07-26,Spouse,IIN,IntriCon Corporation,Stock,Sale (Partial),"$100,001 - $250,000",Tina Smith,2018-10-25,2018-04-26,59.25,76.5999984741211,22.65012900748647
2018-08-16,Self,INTU,Intuit Inc.,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,2018-11-15,2018-05-17,205.69790649414062,185.8181610107422,10.698494364202205
2018-08-16,Self,BKNG,Booking Holdings Inc.,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,2018-11-15,2018-05-17,1824.989990234375,2153.780029296875,15.265720481670414
2018-07-26,Self,DHR,Danaher Corporation,Stock,Purchase,"$50,001 - $100,000",James M Inhofe,2018-10-25,2018-04-26,102.54938507080078,94.80403900146484,8.169848195197957
2018-08-14,Self,BAM,Brookfield Asset Management Inc.,Stock,Sale (Partial),"$15,001 - $50,000",James M Inhofe,2018-11-13,2018-05-15,28.03015327453613,28.99089241027832,3.3139343285671856
2018-07-26,Self,BFAM,Bright Horizons Family Solutions Inc.,Stock,Sale (Partial),"$15,001 - $50,000",James M Inhofe,2018-10-25,2018-04-26,110.9499969482422,119.43000030517578,7.100396328614991
2018-07-25,Spouse,ENB,Enbridge Inc.,Stock,Sale (Partial),"$1,001 - $15,000",Shelley M Capito,2018-10-24,2018-04-25,28.973936080932614,30.61072540283203,5.347110531879082
2017-09-20,Spouse,GILD,"Gilead Sciences, Inc.",Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,2017-12-20,2017-06-21,73.61966705322266,75.66761779785156,2.706508813453169
2018-07-09,Joint,MCHP,Microchip Technology Incorporated,Stock,Sale (Partial),"$15,001 - $50,000",Sheldon Whitehouse,2018-10-08,2018-04-09,89.74287414550781,99.28610229492188,9.611846903876454
2018-07-09,Self,MCHP,Microchip Technology Incorporated,Stock,Sale (Partial),"$15,001 - $50,000",Sheldon Whitehouse,2018-10-08,2018-04-09,89.74287414550781,99.28610229492188,9.611846903876454
2018-07-03,Self,GLD,SPDR Gold Shares,Stock,Sale (Partial),"$15,001 - $50,000",Patrick J Toomey,2018-10-02,2018-04-03,118.6500015258789,128.11000061035156,7.384278385295914
2018-07-31,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-30,2018-05-01,4.454565048217773,3.953202247619629,12.682447524662663
2018-07-31,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-30,2018-05-01,4.536747932434082,3.953202247619629,14.761341521694916
2018-07-30,Joint,WPX,"WPX Energy, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-10-29,2018-04-30,19.01000022888184,20.530000686645508,7.403801300174365
2018-07-27,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-26,2018-04-27,30.229999542236328,24.149999618530273,25.175983518612057
2018-07-25,Joint,GM,General Motors Company,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-24,2018-04-25,34.94337844848633,28.671804428100586,21.873663501412267
2018-07-25,Joint,KN,Knowles Corporation,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-10-24,2018-04-25,17.770000457763672,18.1299991607666,1.9856520665592114
2018-07-19,Joint,SBUX,Starbucks Corporation,Stock,Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",2018-10-18,2018-04-19,48.77215957641602,56.534912109375,13.73090050611701
2018-07-17,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-10-16,2018-04-17,13.9403657913208,15.148356437683105,7.974400730083843
2018-07-17,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-10-16,2018-04-17,14.013968467712402,15.148356437683105,7.48852177222868
2018-07-17,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-10-16,2018-04-17,51.43999862670898,54.83000183105469,6.182752309203238
2018-07-20,Joint,GM,General Motors Company,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-19,2018-04-20,36.56757736206055,29.15967559814453,25.40460966029194
2018-07-19,Joint,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2018-10-18,2018-04-19,364.2300109863281,305.760009765625,19.122841232744037
2018-07-17,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-16,2018-04-17,4.329490661621094,3.953202247619629,9.518572297383528
2018-07-17,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-16,2018-04-17,4.4093661308288565,3.953202247619629,11.539098043463397
2018-07-16,Joint,GM,General Motors Company,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-15,2018-04-16,36.71607208251953,29.82580947875977,23.101678459612685
2018-07-13,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-10-12,2018-04-13,51.540000915527344,54.83000183105469,6.000366233188686
2018-07-13,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-12,2018-04-13,15.552148818969727,15.552148818969727,0.0
2018-07-10,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-10-09,2018-04-10,28.399999618530273,33.31999969482422,14.765906726758459
2018-07-11,Joint,GM,General Motors Company,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-10,2018-04-11,36.47475051879883,30.58576011657715,19.25402664434654
2018-07-10,Joint,GM,General Motors Company,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-09,2018-04-10,37.207969665527344,30.632673263549805,21.464977429186916
2018-07-06,Joint,GM,General Motors Company,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-05,2018-04-06,36.344818115234375,31.24250793457031,16.331307945410757
2018-07-27,Self,UNFI,"United Natural Foods, Inc.",Stock,Sale (Full),"$1,001 - $15,000",John F Reed,2018-10-26,2018-04-27,32.509998321533196,47.58000183105469,31.67297799405621
2018-07-05,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2018-10-04,2018-04-05,198.4499969482422,157.1999969482422,26.240458524678914
2018-07-05,Spouse,NOC,Northrop Grumman Corporation,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2018-10-04,2018-04-05,295.82525634765625,279.57766723632807,5.811476028088478
2018-07-24,Self,BAC,Bank of America Corporation,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,2018-10-23,2018-04-24,29.05329513549805,29.96739196777344,3.050304922291531
2018-07-18,Spouse,TGT,Target Corporation,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,2018-10-17,2018-04-18,71.83622741699219,84.09246063232422,14.574711125316824
2018-07-18,Spouse,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",Pat Roberts,2018-10-17,2018-04-18,28.393634796142575,29.96739196777344,5.251565345837463
2018-07-05,Spouse,TGT,Target Corporation,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2018-10-04,2018-04-05,71.5558090209961,64.25569152832031,11.361044164404177
2018-07-05,Spouse,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2018-10-04,2018-04-05,26.31099510192871,26.17906379699707,0.5039573070858836
2018-05-22,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",Daniel S Sullivan,2018-08-21,2018-02-20,48.5644645690918,62.1578598022461,21.869149414734352
2018-03-28,Joint,RPM,RPM International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",Daniel S Sullivan,2018-06-27,2017-12-27,44.44293975830078,50.78243637084961,12.483640143322972
2017-11-13,Self,RSPP,"RSP Permian, Inc.",Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,2018-02-12,2017-08-14,37.13999938964844,42.75,13.122808445266813
2018-07-05,Joint,DHR,Danaher Corporation,Stock,Sale (Partial),"$1,001 - $15,000",John F Reed,2018-10-04,2018-04-05,97.67830657958984,108.14251708984376,9.67631491466058
2018-06-07,Spouse,BA,The Boeing Company,Stock,Sale (Full),"$1,001 - $15,000",Shelley M Capito,2018-09-06,2018-03-08,354.7007751464844,357.6170349121094,0.8154700366389704
2018-06-06,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-09-05,2018-03-07,80.60994720458984,78.55084991455078,2.621355838006835
2018-06-06,Spouse,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-09-05,2018-03-07,85.20999908447266,71.7300033569336,18.792687992027055
2018-06-06,Spouse,LRCX,Lam Research Corporation,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-09-05,2018-03-07,189.6189422607422,158.878662109375,19.34827480496091
2018-06-06,Spouse,GS,"The Goldman Sachs Group, Inc.",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-09-05,2018-03-07,220.5612335205078,209.1167297363281,5.472782497416588
2018-06-06,Spouse,DAL,"Delta Air Lines, Inc.",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-09-05,2018-03-07,51.69619369506836,46.5523452758789,11.04960102161543
2018-06-06,Spouse,C,Citigroup Inc.,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-09-05,2018-03-07,62.40588760375977,59.87232971191406,4.231600647638672
2018-06-06,Spouse,BA,The Boeing Company,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-09-05,2018-03-07,357.6170349121094,306.08953857421875,16.834125262140105
2018-06-06,Spouse,BABA,Alibaba Group Holding Limited,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-09-05,2018-03-07,208.3000030517578,164.22999572753906,26.834322882971875
2018-06-13,Joint,KHC,The Kraft Heinz Company,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-09-12,2018-03-14,52.77627944946289,47.093528747558594,12.066946039160214
2018-06-13,Joint,BTO,John Hancock Financial Opportunities Fund,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-09-12,2018-03-14,32.430736541748054,30.79611778259277,5.307872799730745
2018-06-13,Joint,T,AT&amp;T Inc.,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-09-12,2018-03-14,27.049734115600586,25.79044342041016,4.882780317742984
2018-06-13,Self,ON,ON Semiconductor Corporation,Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2018-09-12,2018-03-14,25.29999923706055,19.200000762939453,31.770824123588255
2018-06-28,Self,ST,Sensata Technologies Holding PLC,Stock,Sale (Full),"$50,001 - $100,000",James M Inhofe,2018-09-27,2018-03-29,47.70000076293945,55.83000183105469,14.562064842335417
2018-06-28,Self,LEA,Lear Corporation,Stock,Purchase,"$15,001 - $50,000",James M Inhofe,2018-09-27,2018-03-29,180.8396453857422,141.27638244628906,28.004159120151883
2018-06-28,Self,APTV,Aptiv PLC,Stock,Purchase,"$15,001 - $50,000",James M Inhofe,2018-09-27,2018-03-29,90.7307586669922,80.32587432861328,12.953340907081227
2018-06-04,Spouse,NSRGY,Nestlé S.A.,Stock,Sale (Full),"$1,001 - $15,000",Susan M Collins,2018-09-03,2018-03-05,74.14909362792969,81.83010864257812,9.386538942772248
2018-06-04,Spouse,UNH,UnitedHealth Group Incorporated,Stock,Purchase,"$1,001 - $15,000",Susan M Collins,2018-09-03,2018-03-05,234.2909393310547,203.5667266845703,15.092944287546558
2018-06-04,Spouse,SLB,Schlumberger Limited,Stock,Sale (Full),"$1,001 - $15,000",Susan M Collins,2018-09-03,2018-03-05,61.55120468139648,66.86241149902344,7.943486779121827
2018-06-04,Spouse,PFE,Pfizer Inc.,Stock,Sale (Full),"$1,001 - $15,000",Susan M Collins,2018-09-03,2018-03-05,31.16641998291016,36.58196640014648,14.803869092216516
2018-06-04,Spouse,PFE,Pfizer Inc.,Stock,Sale (Full),"$1,001 - $15,000",Susan M Collins,2018-09-03,2018-03-05,31.182897567749023,36.58196640014648,14.75882617500801
2018-06-18,Spouse,PEP,"PepsiCo, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",Susan M Collins,2018-09-17,2018-03-19,97.8526840209961,108.99552917480469,10.223213042011963
2018-06-18,Spouse,NSRGY,Nestlé S.A.,Stock,Sale (Full),"$1,001 - $15,000",Susan M Collins,2018-09-17,2018-03-19,71.99490356445312,81.90808868408203,12.102815825508856
2018-06-04,Spouse,CMCSA,Comcast Corporation,Stock,Sale (Full),"$1,001 - $15,000",Susan M Collins,2018-09-03,2018-03-05,29.518693923950195,35.09927749633789,15.89942577299476
2018-06-04,Spouse,TMO,Thermo Fisher Scientific Inc.,Stock,Purchase,"$1,001 - $15,000",Susan M Collins,2018-09-03,2018-03-05,212.62826538085938,201.6776580810547,5.4297572690989995
2018-06-04,Spouse,MRK,"Merck &amp; Co., Inc.",Stock,Purchase,"$1,001 - $15,000",Susan M Collins,2018-09-03,2018-03-05,57.27353286743164,49.19318389892578,16.425749114161945
2018-06-18,Spouse,STZ,"Constellation Brands, Inc.",Stock,Purchase,"$15,001 - $50,000",Susan M Collins,2018-09-17,2018-03-19,222.4897308349609,192.7213134765625,15.446354542419954
2018-06-27,Self,T,AT&amp;T Inc.,Stock,Purchase,"$50,001 - $100,000",John Hoeven,2018-09-26,2018-03-28,26.571199417114254,25.79044342041016,3.0273073788495424
2018-07-05,Joint,DISCA,"Discovery, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-10-04,2018-04-05,27.63999938964844,33.31999969482422,17.046819799515433
2018-07-05,Joint,GM,General Motors Company,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-10-04,2018-04-05,36.63253784179688,31.24250793457031,17.25223185832155
2018-07-05,Joint,GM,General Motors Company,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2018-10-04,2018-04-05,36.63253784179688,31.24250793457031,17.25223185832155
2018-06-26,Joint,SU,Suncor Energy Inc.,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2018-09-25,2018-03-27,36.5019416809082,30.648771286010746,19.09756949235046
2018-06-26,Joint,CRMT,"America's Car-Mart, Inc.",Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",2018-09-25,2018-03-27,63.849998474121094,84.8499984741211,24.749558488683903
2018-06-28,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-27,2018-03-29,4.406459331512451,4.011195659637451,9.854011257848384
2018-06-28,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-27,2018-03-29,4.487754821777344,4.011195659637451,11.880725912606465
2018-06-28,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-27,2018-03-29,39.849998474121094,32.09999847412109,24.143303328341375
2018-06-27,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-26,2018-03-28,4.4738078117370605,4.011195659637451,11.533023850086195
2018-06-27,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-26,2018-03-28,4.556345462799072,4.011195659637451,13.590705849808728
2018-06-27,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-26,2018-03-28,39.70000076293945,32.09999847412109,23.676020716778112
2018-06-27,Joint,SPY,SPDR S&amp;P 500 ETF,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2018-09-26,2018-03-28,256.82916259765625,244.4039459228516,5.083885461786608
2018-06-26,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-25,2018-03-27,4.51229190826416,4.011195659637451,12.492440936476285
2018-06-26,Joint,BOIVF,Bollore,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-25,2018-03-27,4.595539569854736,4.011195659637451,14.567823656602698
2018-06-25,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-24,2018-03-26,15.800000190734865,14.380000114440918,9.874826599395732
2018-06-25,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-24,2018-03-26,16.582332611083984,15.552148818969727,6.624060791250216
2018-06-22,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-21,2018-03-23,16.370000839233402,14.380000114440918,13.838669742387935
2018-06-22,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-21,2018-03-23,16.744993209838867,15.552148818969727,7.669965126710778
2018-06-21,Joint,KMI,"Kinder Morgan, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-09-20,2018-03-22,14.6321439743042,15.781720161437988,7.284226151359178
2018-06-21,Joint,BRK-B,Berkshire Hathaway Inc.,Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2018-09-20,2018-03-22,188.8600006103516,184.91000366210938,2.1361726623834585
2018-06-21,Joint,UHAL,AMERCO,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-20,2018-03-22,357.7789001464844,318.406005859375,12.36562551037386
2018-06-21,Joint,LNG,"Cheniere Energy, Inc.",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-20,2018-03-22,65.86000061035156,52.0099983215332,26.629499588128567
2018-06-21,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-20,2018-03-22,17.09742546081543,15.552148818969727,9.936097318981751
2018-06-20,Joint,CZR,Caesars Entertainment Corporation,Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2018-09-19,2018-03-21,44.099998474121094,32.09999847412109,37.383179347109206
2018-06-19,Joint,T,AT&amp;T Inc.,Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",2018-09-18,2018-03-20,27.19245719909668,30.08047103881836,9.600959492937278
2018-06-14,Joint,CRMT,"America's Car-Mart, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-09-13,2018-03-15,63.599998474121094,84.8499984741211,25.04419608973967
2018-06-13,Joint,SBUX,Starbucks Corporation,Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",2018-09-12,2018-03-14,53.39858627319336,56.54186248779297,5.559201760073293
2018-06-11,Joint,CRMT,"America's Car-Mart, Inc.",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2018-09-10,2018-03-12,64.90000152587889,84.8499984741211,23.512076967599327
