date,owner,ticker,asset_description,asset_type,type,amount,senator,period_end,period_start,close,max/min,perc_off
2020-09-22,Spouse,WIW,Western Asset Inflation-Linked Opportunities &amp; Inc,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,2020-12-22,2020-06-23,11.33147144317627,10.6898832321167,6.001826185827568
2020-09-22,Spouse,ATOAX,Aberdeen Ultra Short Municipal Income Fund Class A,Other Securities,Purchase,"$15,001 - $50,000",Thomas R Carper,2020-12-22,2020-06-23,10.08799934387207,10.077006340026855,0.10908997646998841
2020-09-04,Spouse,BA,The Boeing Company,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,2020-12-04,2020-06-05,171.0500030517578,237.1999969482422,27.88785613303297
2020-09-04,Spouse,WMT,Walmart Inc.,Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,2020-12-04,2020-06-05,142.309814453125,152.23353576660156,6.518748489617437
2020-09-17,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2020-12-17,2020-06-18,109.98561096191406,86.99234771728516,26.43136304282106
2020-09-14,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2020-12-14,2020-06-15,514.7379760742189,362.5244140625,41.987120344804396
2020-09-11,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2020-12-11,2020-06-12,111.6402816772461,84.27600860595703,32.46982566442381
2020-09-09,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2020-12-09,2020-06-10,116.94319152832031,83.55464172363281,39.960137600881836
2020-09-04,Spouse,NVDA,NVIDIA Corporation,Stock,Sale (Full),"$15,001 - $50,000",Pat Roberts,2020-12-04,2020-06-05,504.7508850097656,582.3079223632812,13.318904719474261
2020-09-04,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$50,001 - $100,000",Pat Roberts,2020-12-04,2020-06-05,516.0499877929689,418.0700073242188,23.43626157156146
2020-09-04,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,2020-12-04,2020-06-05,504.7508850097656,351.6408996582031,43.54157479985582
2020-09-04,Spouse,NFLX,"Netflix, Inc.",Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,2020-12-04,2020-06-05,516.0499877929689,556.5499877929689,7.276974375761839
2020-09-04,Spouse,BYND,"Beyond Meat, Inc.",Stock,Sale (Full),"$1,001 - $15,000",Pat Roberts,2020-12-04,2020-06-05,125.81999969482422,194.94500732421875,35.45872170731242
2020-09-03,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2020-12-03,2020-06-04,120.49175262451172,80.1766357421875,50.28287419287554
2020-09-02,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,2020-12-02,2020-06-03,130.97796630859378,80.1766357421875,63.36176380580602
2020-09-01,Spouse,TSLA,"Tesla, Inc.",Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,2020-12-01,2020-06-02,475.0499877929688,585.760009765625,18.900235613037765
2020-09-16,Spouse,W,Wayfair Inc.,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2020-12-16,2020-06-17,268.95999145507807,197.6100006103516,36.10646759999497
2020-09-09,Spouse,ZM,"Zoom Video Communications, Inc.",Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2020-12-09,2020-06-10,389.6499938964844,219.5200042724609,77.50090484367146
2020-09-04,Spouse,MSFT,Microsoft Corporation,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,2020-12-04,2020-06-05,213.6905517578125,231.04510498046875,7.5113269437685375
2020-09-03,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2020-12-03,2020-06-04,216.7325897216797,182.0023956298828,19.08227305008866
2020-09-02,Spouse,W,Wayfair Inc.,Stock,Sale (Full),"$50,001 - $100,000",Ron L Wyden,2020-12-02,2020-06-03,300.2099914550781,342.3999938964844,12.321846727065449
2020-09-02,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,2020-12-02,2020-06-03,130.97796630859378,80.1766357421875,63.36176380580602
2020-09-01,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-12-01,2020-06-02,3499.1201171875,2460.60009765625,42.20596514323691
2020-08-27,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,2020-11-26,2020-05-28,124.6084976196289,79.08712005615234,57.55852221089364
2020-08-27,Spouse,AMWD,American Woodmark Corporation,Stock,Sale (Full),"$1,001 - $15,000",Ron L Wyden,2020-11-26,2020-05-28,87.16000366210938,104.6999969482422,16.752620627872233
2020-08-26,Spouse,IRBT,iRobot Corporation,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,2020-11-25,2020-05-27,76.45999908447266,70.23999786376953,8.855355082394524
2020-08-25,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,2020-11-24,2020-05-26,158.07606506347656,95.87090301513672,64.88429762523305
2020-08-25,Spouse,FDX,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-24,2020-05-26,213.2212829589844,123.58294677734376,72.5329331587632
2020-08-24,Spouse,W,Wayfair Inc.,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,2020-11-23,2020-05-25,338.0,153.88999938964844,119.63740421116404
2020-08-24,Spouse,SQ,"Square, Inc.",Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-23,2020-05-25,151.7899932861328,79.62000274658203,90.64303950008207
2020-08-24,Spouse,KR,The Kroger Co.,Stock,Sale (Full),"$50,001 - $100,000",Ron L Wyden,2020-11-23,2020-05-25,35.85773468017578,36.39470291137695,1.4754021553870587
2020-08-24,Spouse,CLX,The Clorox Company,Stock,Sale (Full),"$1,001 - $15,000",Ron L Wyden,2020-11-23,2020-05-25,220.82102966308597,235.27984619140625,6.14536976386735
2020-08-24,Spouse,AMWD,American Woodmark Corporation,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,2020-11-23,2020-05-25,95.13999938964844,59.20000076293945,60.70945635731857
2020-08-19,Spouse,SBUX,Starbucks Corporation,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2020-11-18,2020-05-20,77.2656478881836,98.5999984741211,21.637272734377362
2020-08-19,Spouse,MSFT,Microsoft Corporation,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2020-11-18,2020-05-20,209.1524200439453,231.04510498046875,9.47550260299785
2020-08-19,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2020-11-18,2020-05-20,157.18536376953125,176.47103881835938,10.92852129049841
2020-08-19,Spouse,IBM,International Business Machines Corporation,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2020-11-18,2020-05-20,120.46023559570312,130.33860778808594,7.5790069880474675
2020-08-19,Spouse,DIS,The Walt Disney Company,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2020-11-18,2020-05-20,127.7699966430664,144.6699981689453,11.68175968741157
2020-08-19,Spouse,CMCSA,Comcast Corporation,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2020-11-18,2020-05-20,42.90623092651367,49.5533218383789,13.414016790933019
2020-08-19,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2020-11-18,2020-05-20,41.15357971191406,47.27698135375977,12.952184057662421
2020-08-19,Spouse,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",William Cassidy,2020-11-18,2020-05-20,115.33586883544922,133.74903869628906,13.766954918196902
2020-08-18,Spouse,VZ,Verizon Communications Inc.,Stock,Purchase,"$1,001 - $15,000","Angus S King, Jr.",2020-11-17,2020-05-19,57.936302185058594,51.46487426757813,12.574455897500044
2020-08-18,Spouse,SLB,Schlumberger Limited,Stock,Sale (Full),"$1,001 - $15,000","Angus S King, Jr.",2020-11-17,2020-05-19,19.52191734313965,23.353229522705078,16.405920114134332
2020-08-18,Spouse,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$1,001 - $15,000","Angus S King, Jr.",2020-11-17,2020-05-19,40.73859786987305,51.54108428955078,20.958981691170564
2020-08-18,Spouse,COP,ConocoPhillips,Stock,Sale (Full),"$1,001 - $15,000","Angus S King, Jr.",2020-11-17,2020-05-19,39.84011840820313,49.19700241088867,19.019215692325588
2020-08-28,Child,TSLA,"Tesla, Inc.",Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,2020-11-27,2020-05-29,442.67999267578125,167.0,165.07783992561752
2020-08-27,Child,AAPL,Apple Inc.,Stock,Purchase,"$1,001 - $15,000",Patrick J Toomey,2020-11-26,2020-05-28,124.6084976196289,79.08712005615234,57.55852221089364
2020-08-21,Spouse,DIS,The Walt Disney Company,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,127.44000244140624,144.6699981689453,11.90986102551679
2020-08-21,Spouse,V,Visa Inc.,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,203.8228912353516,216.15431213378903,5.704915519244821
2020-08-21,Spouse,TXN,Texas Instruments Incorporated,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,138.48927307128906,157.35581970214844,11.989735534771441
2020-08-21,Spouse,KO,The Coca-Cola Company,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,46.53547286987305,53.56003952026367,13.115312672114399
2020-08-21,Spouse,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,123.97055053710938,133.74903869628906,7.311071731426949
2020-08-21,Spouse,ALL,The Allstate Corporation,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,93.45339965820312,105.8162612915039,11.683328708092816
2020-08-21,Spouse,ABBV,AbbVie Inc.,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,92.50363159179688,99.6742172241211,7.194022518582614
2020-08-21,Spouse,KR,The Kroger Co.,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,35.70857238769531,30.83605766296387,15.801354304067388
2020-08-21,Spouse,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,83.84626007080078,65.91017913818361,27.212914859498994
2020-08-21,Spouse,BRK-B,Berkshire Hathaway Inc.,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,207.42999267578125,174.92999267578125,18.57886089336101
2020-08-21,Self,DIS,The Walt Disney Company,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,127.44000244140624,144.6699981689453,11.90986102551679
2020-08-21,Self,V,Visa Inc.,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,203.8228912353516,216.15431213378903,5.704915519244821
2020-08-21,Self,TXN,Texas Instruments Incorporated,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,138.48927307128906,157.35581970214844,11.989735534771441
2020-08-21,Self,RDS-B,Royal Dutch Shell plc,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,28.020000457763672,37.650001525878906,25.577691043374884
2020-08-21,Self,OXY,Occidental Petroleum Corporation,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,13.140251159667967,24.349388122558594,46.03457346226239
2020-08-21,Self,MPC,Marathon Petroleum Corporation,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,34.89590072631836,40.98451614379883,14.855891908343807
2020-08-21,Self,COST,Costco Wholesale Corporation,Stock,Sale (Partial),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,334.5091552734375,375.0753784179688,10.815485494045404
2020-08-21,Self,KO,The Coca-Cola Company,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,46.53547286987305,53.56003952026367,13.115312672114399
2020-08-21,Self,BRK-B,Berkshire Hathaway Inc.,Stock,Sale (Partial),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,207.42999267578125,233.16000366210938,11.03534507728672
2020-08-21,Self,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,123.97055053710938,133.74903869628906,7.311071731426949
2020-08-21,Self,ALL,The Allstate Corporation,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,93.45339965820312,105.8162612915039,11.683328708092816
2020-08-21,Self,ABBV,AbbVie Inc.,Stock,Sale (Full),"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,92.50363159179688,99.6742172241211,7.194022518582614
2020-08-21,Self,KR,The Kroger Co.,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,35.70857238769531,30.83605766296387,15.801354304067388
2020-08-21,Self,USB,U.S. Bancorp,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,34.483505249023445,31.87491798400879,8.183824241754436
2020-08-21,Self,JNJ,Johnson &amp; Johnson,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,150.70278930664062,135.95413208007812,10.848259630590277
2020-08-21,Self,INTC,Intel Corporation,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,48.62897491455078,43.52727890014648,11.72068675854473
2020-08-21,Self,GILD,"Gilead Sciences, Inc.",Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,65.07393646240234,57.49921417236328,13.173610107666164
2020-08-21,Self,CVS,CVS Health Corporation,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,62.98077774047852,55.558372497558594,13.359652036686455
2020-08-21,Self,CVX,Chevron Corporation,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,83.84626007080078,65.91017913818361,27.212914859498994
2020-08-21,Self,BAC,Bank of America Corporation,Stock,Purchase,"$1,001 - $15,000","Jerry Moran,",2020-11-20,2020-05-22,24.65353584289551,22.20897102355957,11.007105267248605
2020-08-21,Spouse,LDP,Cohen &amp; Steers Limited Duration Preferred and Inco,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,2020-11-20,2020-05-22,23.06615447998047,20.96723747253418,10.010460415663928
2020-08-21,Spouse,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Other Securities,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,2020-11-20,2020-05-22,100.1259765625,100.14093017578124,0.014932568785795297
2020-08-21,Spouse,TCEHY,Tencent Holdings Limited,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,2020-11-20,2020-05-22,69.55000305175781,80.83000183105469,13.955212821686615
2020-08-21,Spouse,ARE,"Alexandria Real Estate Equities, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,2020-11-20,2020-05-22,168.51344299316406,175.2859649658203,3.863698941313899
2020-08-21,Spouse,CONE,CyrusOne Inc.,Stock,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,2020-11-20,2020-05-22,81.0374526977539,85.27664184570312,4.971102351356038
2020-08-13,Spouse,GLD,SPDR Gold Shares,Other Securities,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,2020-11-12,2020-05-14,183.3300018310547,193.88999938964844,5.446385884695374
2020-08-07,Spouse,KWEB,KraneShares CSI China Internet ETF,Other Securities,Sale (Full),"$1,001 - $15,000",Thomas R Carper,2020-11-06,2020-05-08,67.72209930419922,77.09333038330078,12.155696261283154
2020-08-06,Spouse,LDP,Cohen &amp; Steers Limited Duration Preferred and Inco,Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,2020-11-05,2020-05-07,23.1187801361084,20.132587432861328,14.832632483060124
2020-08-06,Spouse,LUBFX,Lord Abbett Ultra Short Bond Fund Class F,Other Securities,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,2020-11-05,2020-05-07,10.021014213562012,10.034000396728516,0.12942179243621865
2020-08-06,Spouse,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Other Securities,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,2020-11-05,2020-05-07,100.1209945678711,100.14093017578124,0.019907552161882336
2020-08-27,Spouse,AAPL,Apple Inc.,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,2020-11-26,2020-05-28,124.6084976196289,133.74903869628906,6.834098521946061
2020-08-05,Spouse,BA,The Boeing Company,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2020-11-04,2020-05-06,174.27999877929688,120.0,45.23333231608072
2020-08-19,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2020-11-18,2020-05-20,131.92776489257812,116.83087921142578,12.92199954588368
2020-08-18,Spouse,GOLD,Barrick Gold Corporation,Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2020-11-17,2020-05-19,29.83782196044922,23.063720703125,29.37124215351068
2020-08-18,Spouse,BBY,"Best Buy Co., Inc.",Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2020-11-17,2020-05-19,109.3513641357422,75.11224365234375,45.583940538208225
2020-08-18,Spouse,GLD,SPDR Gold Shares,Stock,Purchase,"$15,001 - $50,000",Pat Roberts,2020-11-17,2020-05-19,188.17999267578125,158.00999450683594,19.093727750012718
2020-08-17,Spouse,NVAX,"Novavax, Inc.",Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2020-11-16,2020-05-18,155.52999877929688,44.25,251.48022323004943
2020-08-03,Spouse,TSLA,"Tesla, Inc.",Stock,Purchase,"$50,001 - $100,000",Pat Roberts,2020-11-02,2020-05-04,297.0,152.23800659179688,95.08925967242888
2020-08-03,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",Pat Roberts,2020-11-02,2020-05-04,108.39218139648438,72.72626495361328,49.04131466894353
2020-07-31,Spouse,AAPL,Apple Inc.,Stock,Sale (Full),"$50,001 - $100,000",Pat Roberts,2020-10-30,2020-05-01,105.72808837890624,133.74903869628906,20.950393805081077
2020-08-20,Child,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,2020-11-19,2020-05-21,497.8999938964844,413.4400024414063,20.428596883787975
2020-08-21,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,2020-11-20,2020-05-22,507.0384826660156,339.12347412109375,49.51441624031105
2020-08-21,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,2020-11-20,2020-05-22,158.06613159179688,95.52523040771484,65.47055779624802
2020-08-21,Spouse,FDX,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-20,2020-05-22,209.42068481445312,115.84972381591795,80.7692568583218
2020-08-21,Spouse,SQ,"Square, Inc.",Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-20,2020-05-22,155.10000610351562,79.62000274658203,94.80030237775122
2020-08-21,Spouse,T,AT&amp;T Inc.,Stock,Sale (Full),"$50,001 - $100,000",Ron L Wyden,2020-11-20,2020-05-22,28.647075653076172,31.515361785888672,9.101231812914818
2020-08-21,Spouse,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$15,001 - $50,000",Ron L Wyden,2020-11-20,2020-05-22,39.37520217895508,51.54108428955078,23.604241700173475
2020-08-19,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,2020-11-18,2020-05-20,158.3593292236328,94.9833526611328,66.72324653416186
2020-08-19,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-18,2020-05-20,485.25140380859375,339.12347412109375,43.08988932901792
2020-08-19,Spouse,KR,The Kroger Co.,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-18,2020-05-20,36.0168342590332,30.83605766296387,16.80103420707954
2020-08-19,Spouse,FDX,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-18,2020-05-20,206.82395935058597,114.63182067871094,80.42456110879576
2020-08-18,Spouse,LOW,"Lowe's Companies, Inc.",Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-17,2020-05-19,156.8179168701172,115.61875915527344,35.633627290113196
2020-08-18,Spouse,DHI,"D.R. Horton, Inc.",Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-17,2020-05-19,73.32767486572266,50.7946891784668,44.36090869280915
2020-08-17,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,2020-11-16,2020-05-18,158.31982421875,93.92776489257812,68.5548723530415
2020-08-14,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-13,2020-05-15,158.75439453125,88.97236633300781,78.43112538679753
2020-08-14,Spouse,PSA,Public Storage,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-13,2020-05-15,196.6211395263672,171.02597045898438,14.965662231702453
2020-08-14,Spouse,FDX,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-13,2020-05-15,207.5402984619141,106.46292114257812,94.94139014274305
2020-08-11,Spouse,F,Ford Motor Company,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-10,2020-05-12,7.230000019073486,4.71999979019165,53.17797331469626
2020-08-11,Spouse,DHI,"D.R. Horton, Inc.",Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,2020-11-10,2020-05-12,68.84066772460939,45.44369125366211,51.485642617250704
2020-08-07,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",Ron L Wyden,2020-11-06,2020-05-08,110.7556381225586,76.52749633789062,44.72659295365028
2020-08-05,Spouse,WDAY,"Workday, Inc.",Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,2020-11-04,2020-05-06,183.9900054931641,150.55999755859375,22.203778212443396
2020-08-05,Spouse,PSA,Public Storage,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-04,2020-05-06,193.4102325439453,171.02597045898438,13.088223984280305
2020-08-05,Spouse,KR,The Kroger Co.,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,2020-11-04,2020-05-06,34.711700439453125,31.03180694580078,11.858457034356832
2020-08-05,Spouse,DHI,"D.R. Horton, Inc.",Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,2020-11-04,2020-05-06,67.72293853759766,45.44369125366211,49.026051074009445
2020-08-05,Spouse,COUP,Coupa Software Incorporated,Stock,Purchase,"$15,001 - $50,000",Ron L Wyden,2020-11-04,2020-05-06,315.94000244140625,190.9900054931641,65.42226993794938
2020-08-05,Spouse,CLX,The Clorox Company,Stock,Purchase,"$1,001 - $15,000",Ron L Wyden,2020-11-04,2020-05-06,234.70584106445312,194.14535522460938,20.891813658337995
